stok_kodu,kategori_adi,urun_tipi,parent_stok_kodu,varyant_adi,olcu_mm,boy_ligne,aciklama,aktif_mi
1268020,TOKA,ANA_URUN,,,20.0,32.0,,True
1268030,TOKA,ANA_URUN,,,30.0,48.0,,True
1268050,TOKA,ANA_URUN,,,50.0,80.0,,True
1269019,TOKA,ANA_URUN,,,19.0,,,True
127-211,RİVET,ANA_URUN,,,11.0,18.0,,True
127-711,ÇIT ÇIT,ANA_URUN,,,11.0,18.0,,True
1270020,TOKA,ANA_URUN,,,20.0,32.0,yok,True
1271023,ÇIT ÇIT,ANA_URUN,,,23.0,37.0,,True
1272008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
1273011,TOKA,ANA_URUN,,,11.0,18.0,,True
1274107,RİVET,ANA_URUN,,,7.0,11.0,,True
1274109,RİVET,ANA_URUN,,,9.0,14.0,yok,True
1275105,RİVET,ANA_URUN,,,5.0,8.0,,True
1275106,RİVET,ANA_URUN,,,6.0,10.0,yok,True
1276020,TOKA,ANA_URUN,,,20.0,,yok,True
128-317,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
128-617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
1280805,TOKA,ANA_URUN,,,5.0,8.0,,True
128104.5,PİRSİNG,ANA_URUN,,,45.0,,,True
128204,ELCİK,ANA_URUN,,,40.0,,,True
1285020,TOKA,ANA_URUN,,,20.0,32.0,,True
1285025,TOKA,ANA_URUN,,,25.0,40.0,,True
128505,TOKA,ANA_URUN,,,5.0,,,True
128602.5,TOKA,ANA_URUN,,,25.0,,,True
1287030,PAPAĞAN,ANA_URUN,,,30.0,,yok,True
1289-PUL,PUL,ANA_URUN,,,36.8,,,True
1289025,KÖPRÜ,ANA_URUN,,,25.0,40.0,,True
129-211,RİVET,ANA_URUN,,,11.0,18.0,,True
129-714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
129-717,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
1290722,ÇIT ÇIT,ANA_URUN,,,22.0,35.0,,True
1291024,KUŞGÖZÜ,ANA_URUN,,,24.0,38.0,,True
1292020,TOKA,ANA_URUN,,,20.0,32.0,,True
1292025,TOKA,ANA_URUN,,,25.0,40.0,,True
1293036,ELCİK,ANA_URUN,,,36.0,,,True
1294107,TROP,ANA_URUN,,,7.0,11.0,,True
1295025,TOKA,ANA_URUN,,,25.0,40.0,,True
129603,ÇANTA TOKASI,ANA_URUN,,,30.0,,,True
1297025,TOKA,ANA_URUN,,,25.0,40.0,,True
1298020,TOKA,ANA_URUN,,,20.0,32.0,,True
1298025,TOKA,ANA_URUN,,,25.0,40.0,,True
1299020,TOKA,ANA_URUN,,,20.0,32.0,,True
130-015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
130-017,ALTTAN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
130-020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1300034,ELCİK,ANA_URUN,,,34.0,,,True
1301,TOKA,ANA_URUN,,,,,,True
1302106,TROP,ANA_URUN,,,6.0,10.0,,True
131-620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
131-622,ÇAKMA DÜĞME,ANA_URUN,,,22.0,35.0,,True
1314810,SALLANTI,ANA_URUN,,,10.0,16.0,,True
1315028,ÇANTA TOKASI,ANA_URUN,,,28.0,,,True
1316012,AGRAF,ANA_URUN,,,12.0,19.0,,True
1317032,PLAKA,ANA_URUN,,,32.0,,,True
1318049,PLAKA,ANA_URUN,,,49.0,,,True
1319080,ELCİK,ANA_URUN,,,8.0,,,True
132-111,RİVET,ANA_URUN,,,11.0,18.0,,True
132-114,RİVET,ANA_URUN,,,14.0,22.0,,True
132-211,RİVET,ANA_URUN,,,11.0,18.0,,True
132-614,ÇAKMA DÜĞME,ANA_URUN,,,14.0,22.0,,True
132-617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
132-620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1320,ELCİK,ANA_URUN,,,,,,True
132103,TOKA,ANA_URUN,,,30.0,,,True
132203,TOKA,ANA_URUN,,,30.0,,,True
132302.5,ÇANTA TOKASI,ANA_URUN,,,25.0,,,True
1324019,ALTTAN DİKME DÜĞME,ANA_URUN,,,19.0,30.0,,True
1325910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1326027,TOKA,ANA_URUN,,,27.0,,,True
1327810,BAĞ UCU,ANA_URUN,,,10.0,16.0,,True
1328021,TOKA,ANA_URUN,,,21.0,,,True
1329,YAKALIK,ANA_URUN,,,,,,True
133-108,RİVET,ANA_URUN,,,8.0,13.0,,True
133-114,RİVET,ANA_URUN,,,14.0,22.0,,True
133-208,RİVET,ANA_URUN,,,8.0,13.0,,True
133-210,RİVET,ANA_URUN,,,10.0,16.0,,True
133-212,RİVET,ANA_URUN,,,12.0,19.0,,True
133-214,RİVET,ANA_URUN,,,14.0,22.0,,True
133-614,ÇAKMA DÜĞME,ANA_URUN,,,14.0,22.0,,True
133-616,ÇAKMA DÜĞME,ANA_URUN,,,16.0,26.0,,True
133-618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
133-620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
133003,PAPAĞAN,ANA_URUN,,,30.0,,,True
1331019,PAPAĞAN,ANA_URUN,,,19.0,,,True
1332,TOKA,ANA_URUN,,,,,,True
133301,TOKA,ANA_URUN,,,10.0,,,True
133402,TOKA,ANA_URUN,,,20.0,,,True
133502,KÖPRÜ,ANA_URUN,,,20.0,,,True
1336,ÇIT ÇIT,ANA_URUN,,,,,,True
1337032,PLAKA,ANA_URUN,,,32.0,,,True
1338025,TOKA,ANA_URUN,,,25.0,40.0,,True
133905,TOKA,ANA_URUN,,,50.0,,,True
134-915,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
134-917,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
134-920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1340745,ÇIT ÇIT,ANA_URUN,,,45.0,72.0,,True
1341720,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
1342018,TOKA,ANA_URUN,,,18.0,,,True
1343015,TOKA,ANA_URUN,,,15.0,24.0,,True
134401.5,TOKA,ANA_URUN,,,15.0,,,True
1345717,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
134605,KISTIRMA,ANA_URUN,,,5.0,,,True
134703,TOKA,ANA_URUN,,,30.0,,,True
134803,PLAKA,ANA_URUN,,,30.0,,,True
1349017,KİLİT,ANA_URUN,,,17.0,,,True
135001.5,DİĞER AKSESUAR,ANA_URUN,,,15.0,,,True
1351011,TOKA,ANA_URUN,,,11.0,18.0,,True
1352020,TOKA,ANA_URUN,,,20.0,32.0,,True
135304,PLAKA,ANA_URUN,,,40.0,,,True
1354106,RİVET,ANA_URUN,,,6.0,10.0,,True
1355115,RİVET,ANA_URUN,,,15.0,24.0,,True
135605,TOKA,ANA_URUN,,,50.0,,,True
1357(KISTIRMA),KISTIRMA,ANA_URUN,,,20.0,,,True
1358815,PAPAĞAN,ANA_URUN,,,15.0,24.0,,True
13599010,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1359909,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
136-106,RİVET,ANA_URUN,,,6.0,10.0,,True
136-206,RİVET,ANA_URUN,,,6.0,10.0,,True
136-208,RİVET,ANA_URUN,,,8.0,13.0,,True
136-210,RİVET,ANA_URUN,,,10.0,16.0,,True
136-212,RİVET,ANA_URUN,,,12.0,19.0,,True
136-214,RİVET,ANA_URUN,,,14.0,22.0,,True
136-620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
136-622,ÇAKMA DÜĞME,ANA_URUN,,,22.0,35.0,,True
136-714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
136-716,ÇIT ÇIT,ANA_URUN,,,16.0,26.0,,True
136-718,ÇIT ÇIT,ANA_URUN,,,18.0,29.0,,True
136-720,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
1360020,TOKA,ANA_URUN,,,20.0,32.0,,True
1361909,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1362015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1362020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
136308,SALLANTI,ANA_URUN,,,8.0,,,True
1364911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
136502.5,DİĞER AKSESUAR,ANA_URUN,,,25.0,,,True
1366020,TOKA,ANA_URUN,,,20.0,32.0,,True
1367209,RİVET,ANA_URUN,,,9.0,14.0,,True
1368,TOKA,ANA_URUN,,,22.0,,,True
136903,TOKA,ANA_URUN,,,30.0,,,True
137-214,RİVET,ANA_URUN,,,14.0,22.0,,True
137-618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
137-620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
137-624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
1370014,TOKA,ANA_URUN,,,14.0,22.0,,True
1371021,SALLANTI,ANA_URUN,,,21.0,34.0,,True
1372012,SALLANTI,ANA_URUN,,,12.0,,,True
1373015.5,TOKA,ANA_URUN,,,16.0,26.0,,True
1374911.3,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.3,18.0,,True
1375,,ANA_URUN,,,,,,True
1376025,TOKA,ANA_URUN,,,25.0,40.0,,True
1377618,ÇIT ÇIT,ANA_URUN,,,18.0,,,True
1378207,ÇIT ÇIT,ANA_URUN,,,7.0,11.0,,True
1378620,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
1379030,AGRAF,ANA_URUN,,,30.0,48.0,,True
138-907,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,7.0,11.0,,True
138-924,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
1380037,TOKA,ANA_URUN,,,37.0,59.0,,True
1381025,KÖPRÜ,ANA_URUN,,,25.0,40.0,,True
1382020,TOKA,ANA_URUN,,,20.0,32.0,,True
1384,PAPAĞAN,ANA_URUN,,,,,,True
1385020,PAPAĞAN,ANA_URUN,,,20.0,,,True
1386011.5,TOKA,ANA_URUN,,,12.0,19.0,,True
138702,DİĞER AKSESUAR,ANA_URUN,,,20.0,,,True
1388071,PİRSİNG,ANA_URUN,,,71.0,114.0,,True
1389032,TOKA,ANA_URUN,,,32.0,51.0,,True
139-924,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
139005.5,TOKA,ANA_URUN,,,6.0,10.0,,True
1391028,ELCİK,ANA_URUN,,,28.0,,,True
13920125,YAKALIK,ANA_URUN,,,120.0,,,True
139303.5,DİĞER AKSESUAR,ANA_URUN,,,3.5,,,True
1394040,DİĞER AKSESUAR,ANA_URUN,,,40.0,,,True
1395,TOKA,ANA_URUN,,,,,,True
1396009,DİĞER AKSESUAR,ANA_URUN,,,9.0,,,True
1397031.4,KANCA,ANA_URUN,,,1.4,,,True
1398009,PAPAĞAN,ANA_URUN,,,9.0,,,True
1399015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1399018,ALTTAN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
1399021,ALTTAN DİKME DÜĞME,ANA_URUN,,,21.0,34.0,,True
140-212,RİVET,ANA_URUN,,,12.0,19.0,,True
1400802,SALLANTI,ANA_URUN,,,2.0,3.0,,True
1401019,PLAKA,ANA_URUN,,,19.0,30.0,,True
1402030,HALKA,ANA_URUN,,,30.0,48.0,,True
1403040,HALKA,ANA_URUN,,,40.0,64.0,,True
140404,DİĞER AKSESUAR,ANA_URUN,,,4.0,6.0,,True
1405033,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,33.0,53.0,,True
1406030,DİĞER AKSESUAR,ANA_URUN,,,30.0,,,True
1407030,DİĞER AKSESUAR,ANA_URUN,,,30.0,,,True
1408026,DİĞER AKSESUAR,ANA_URUN,,,26.0,,,True
1409014,AYAR,ANA_URUN,,,14.0,,,True
141-114,RİVET,ANA_URUN,,,14.0,22.0,,True
141-214,RİVET,ANA_URUN,,,14.0,22.0,,True
141-217,RİVET,ANA_URUN,,,17.0,27.0,,True
141-714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
1410040,DİĞER AKSESUAR,ANA_URUN,,,40.0,,,True
1411030,SALLANTI,ANA_URUN,,,30.0,48.0,,True
1412020,PLAKA,ANA_URUN,,,20.0,,,True
141302.5,PLAKA,ANA_URUN,,,25.0,,,True
1414050,PLAKA,ANA_URUN,,,50.0,,,True
1415820,BAĞ UCU,ANA_URUN,,,20.0,32.0,,True
141601.5,AGRAF,ANA_URUN,,,15.0,,,True
1417026,SALLANTI,ANA_URUN,,,26.0,,,True
1418020,SALLANTI,ANA_URUN,,,20.0,,,True
142-214,RİVET,ANA_URUN,,,14.0,22.0,,True
142-217,RİVET,ANA_URUN,,,17.0,27.0,,True
142-618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
142-714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
1420,,ANA_URUN,,,,,,True
1421,,ANA_URUN,,,,,,True
1422027,TOKA,ANA_URUN,,,27.0,43.0,,True
1423016,HALKA,ANA_URUN,,,16.0,26.0,,True
1424021,AYAR,ANA_URUN,,,21.0,34.0,,True
1425024,TOKA,ANA_URUN,,,24.0,,,True
1426004,BAĞ UCU,ANA_URUN,,,4.0,,,True
1427911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
1428048,HALKA,ANA_URUN,,,48.0,77.0,,True
1428050,HALKA,ANA_URUN,,,50.0,80.0,,True
1429023,PLAKA,ANA_URUN,,,23.0,37.0,,True
143-618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
1430030,D TOKA,ANA_URUN,,,30.0,48.0,,True
1431020,TOKA,ANA_URUN,,,20.0,32.0,,True
1432020,PAPAĞAN,ANA_URUN,,,20.0,,,True
1433,PAPAĞAN,ANA_URUN,,,,,,True
1434030,TOKA,ANA_URUN,,,30.0,48.0,,True
1435015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1436060,YAKALIK,ANA_URUN,,,60.0,,,True
143703.5,ALTTAN DİKME DÜĞME,ANA_URUN,,,35.0,,,True
1438014,YAKALIK,ANA_URUN,,,140.0,,,True
1439020,TOKA,ANA_URUN,,,20.0,,,True
144-440,SABİT DÜĞME,ANA_URUN,,,40.0,64.0,,True
144-740,ÇIT ÇIT,ANA_URUN,,,40.0,64.0,,True
1440010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1441008,TOKA,ANA_URUN,,,8.0,13.0,,True
1442,TOKA,ANA_URUN,,,25.0,,,True
1443,TOKA,ANA_URUN,,,25.0,,,True
1444,TOKA,ANA_URUN,,,40.0,,,True
1445025,ÇIT ÇIT,ANA_URUN,,,25.0,40.0,,True
1446014,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,14.0,22.0,,True
1447030,TOKA,ANA_URUN,,,30.0,48.0,,True
1448040,ELCİK,ANA_URUN,,,40.0,64.0,,True
1449021,ELCİK,ANA_URUN,,,21.0,34.0,,True
145-209,RİVET,ANA_URUN,,,9.0,14.0,,True
1450012,ELCİK,ANA_URUN,,,12.0,19.0,,True
1451050,ELCİK,ANA_URUN,,,50.0,80.0,,True
1452035,HALKA,ANA_URUN,,,35.0,56.0,,True
1453070,TOKA,ANA_URUN,,,70.0,112.0,,True
1454020,TOKA,ANA_URUN,,,20.0,32.0,,True
1455045,D TOKA,ANA_URUN,,,45.0,64.0,,True
1455050,D TOKA,ANA_URUN,,,50.0,8.0,,True
1456013,HALKA,ANA_URUN,,,13.0,21.0,,True
1456030,HALKA,ANA_URUN,,,30.0,,,True
1457020,TOKA,ANA_URUN,,,20.0,32.0,,True
1458020,TOKA,ANA_URUN,,,20.0,32.0,,True
1459016,TOKA,ANA_URUN,,,16.0,26.0,,True
146-212,RİVET,ANA_URUN,,,12.0,19.0,,True
146-214,RİVET,ANA_URUN,,,14.0,22.0,,True
146-618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
146-714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
1460,,ANA_URUN,,,,,,True
1461,,ANA_URUN,,,,,,True
1462,,ANA_URUN,,,,,,True
1463,,ANA_URUN,,,,,,True
1464,,ANA_URUN,,,,,,True
1465035,HALKA,ANA_URUN,,,35.0,56.0,,True
1465040,HALKA,ANA_URUN,,,40.0,64.0,,True
1465050,HALKA,ANA_URUN,,,50.0,,,True
1465070,HALKA,ANA_URUN,,,70.0,112.0,,True
1466013,SALLANTI,ANA_URUN,,,13.0,21.0,,True
1467010,RİVET,ANA_URUN,,,10.0,,,True
1468015,TOKA,ANA_URUN,,,15.0,24.0,,True
1469015,TOKA,ANA_URUN,,,15.0,24.0,,True
147-012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
147-015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
147-017,ALTTAN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
147-020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1470720,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
1471025,TOKA,ANA_URUN,,,25.0,40.0,,True
1472015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1472018,ALTTAN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
1474815,BAĞ UCU,ANA_URUN,,,15.0,24.0,,True
1475818,BAĞ UCU,ANA_URUN,,,18.0,29.0,,True
1476013,ÇIT ÇIT,ANA_URUN,,,13.0,21.0,,True
1476015,ÇIT ÇIT,ANA_URUN,,,15.0,24.0,,True
1476017,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
1477025,HALKA,ANA_URUN,,,25.0,40.0,,True
1478016,TOKA,ANA_URUN,,,16.0,26.0,,True
148-915,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
148-917,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
148-920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1480012,,ANA_URUN,,,12.0,19.0,,True
14810065,TOKA,ANA_URUN,,,65.0,104.0,,True
1481025,D TOKA,ANA_URUN,,,25.0,40.0,,True
1481030,D TOKA,ANA_URUN,,,30.0,48.0,,True
1481035,D TOKA,ANA_URUN,,,35.0,56.0,,True
1481040,D TOKA,ANA_URUN,,,40.0,64.0,,True
1481045,D TOKA,ANA_URUN,,,45.0,72.0,,True
1481055,D TOKA,ANA_URUN,,,55.0,88.0,,True
1481060,D TOKA,ANA_URUN,,,60.0,96.0,,True
14820100,TOKA,ANA_URUN,,,100.0,160.0,,True
1482030,TOKA,ANA_URUN,,,30.0,48.0,,True
1482040,TOKA,ANA_URUN,,,40.0,64.0,,True
1482050,TOKA,ANA_URUN,,,50.0,80.0,,True
1482060,TOKA,ANA_URUN,,,60.0,96.0,,True
1482080,TOKA,ANA_URUN,,,80.0,128.0,,True
1483918,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
1484046,PLAKA,ANA_URUN,,,46.0,,,True
1486025,TOKA,ANA_URUN,,,25.0,40.0,,True
1487090,TOKA,ANA_URUN,,,80.0,144.0,,True
1488040,TOKA,ANA_URUN,,,40.0,64.0,,True
1489,SALLANTI,ANA_URUN,,,,,,True
149-024,ALTTAN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
149-028,ALTTAN DİKME DÜĞME,ANA_URUN,,,28.0,45.0,,True
149-032,ALTTAN DİKME DÜĞME,ANA_URUN,,,32.0,51.0,,True
1490,PLAKA,ANA_URUN,,,,,,True
1491,PLAKA,ANA_URUN,,,,,,True
149204.5,PLAKA,ANA_URUN,,,45.0,,,True
1493,,ANA_URUN,,,,,,True
1494020,PAPAĞAN,ANA_URUN,,,20.0,32.0,,True
1495011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1496,,ANA_URUN,,,,,,True
1497025,TOKA,ANA_URUN,,,25.0,40.0,,True
1498012.5,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
1499025,,ANA_URUN,,,25.0,40.0,,True
150-014,ALTTAN DİKME DÜĞME,ANA_URUN,,,14.0,,,True
150-110,RİVET,ANA_URUN,,,10.0,16.0,,True
150-115,RİVET,ANA_URUN,,,15.0,24.0,,True
150-206,RİVET,ANA_URUN,,,6.0,10.0,,True
150-208,RİVET,ANA_URUN,,,8.0,13.0,,True
150-617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
150-715,ÇIT ÇIT,ANA_URUN,,,15.0,24.0,,True
1500,TOKA,ANA_URUN,,,,,,True
1501,PAPAĞAN,ANA_URUN,,,,,,True
1502,,ANA_URUN,,,,,,True
1503,,ANA_URUN,,,,,,True
1504080,TOKA,ANA_URUN,,,80.0,128.0,,True
1505917,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
1505921,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,21.0,34.0,,True
1506070,HALKA,ANA_URUN,,,70.0,112.0,,True
1507040,HALKA,ANA_URUN,,,40.0,64.0,,True
1508025,RİVET,ANA_URUN,,,25.0,,,True
1509020,TOKA,ANA_URUN,,,20.0,,,True
151-417,SABİT DÜĞME,ANA_URUN,,,17.0,27.0,,True
1510015,HALKA,ANA_URUN,,,15.0,24.0,,True
1511010,,ANA_URUN,,,10.0,16.0,,True
1512011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1513045,HALKA,ANA_URUN,,,45.0,72.0,,True
1514025,,ANA_URUN,,,25.0,,,True
1515010,AYAR,ANA_URUN,,,8.0,,,True
1517020,,ANA_URUN,,,,,,True
1518030,,ANA_URUN,,,30.0,,,True
1519,PİRSİNG,ANA_URUN,,,,,,True
152-214,RİVET,ANA_URUN,,,14.0,22.0,,True
1520,PİRSİNG,ANA_URUN,,,50.0,,,True
1521,PİRSİNG,ANA_URUN,,,,,,True
1522024,TOKA,ANA_URUN,,,24.0,38.0,,True
15230036,,ANA_URUN,,,25.0,40.0,,True
1523025,,ANA_URUN,,,25.0,40.0,,True
1524034,ALTTAN DİKME DÜĞME,ANA_URUN,,,34.0,54.0,,True
1525039,TOKA,ANA_URUN,,,39.0,62.0,,True
1526008,PİRSİNG,ANA_URUN,,,8.0,13.0,,True
1527020,TOKA,ANA_URUN,,,20.0,32.0,,True
1528024,,ANA_URUN,,,,,,True
1529010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
153-213,RİVET,ANA_URUN,,,13.0,21.0,,True
1530007,TOKA,ANA_URUN,,,7.0,11.0,,True
1531070,HALKA,ANA_URUN,,,70.0,112.0,,True
1532025,TOKA,ANA_URUN,,,25.0,40.0,,True
1533012,TOKA,ANA_URUN,,,12.0,19.0,,True
1534006,ALTTAN DİKME DÜĞME,ANA_URUN,,,6.0,10.0,,True
1535020,,ANA_URUN,,,,,,True
1536039,PİRSİNG,ANA_URUN,,,39.0,,,True
1537210,RİVET,ANA_URUN,,,10.0,16.0,,True
1538210,RİVET,ANA_URUN,,,10.0,16.0,,True
1539025,TOKA,ANA_URUN,,,25.0,40.0,,True
154-004,ALTTAN DİKME DÜĞME,ANA_URUN,,,4.0,6.0,,True
154-024,ALTTAN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
1540020,TOKA,ANA_URUN,,,20.0,32.0,,True
1541,TOKA,ANA_URUN,,,,,,True
1542026,TOKA,ANA_URUN,,,26.0,,,True
1543,,ANA_URUN,,,,,,True
1544,,ANA_URUN,,,,,,True
1545045,TOKA,ANA_URUN,,,45.0,72.0,,True
1546030,PİERCİNG TOKA,ANA_URUN,,,30.0,48.0,,True
1547010,,ANA_URUN,,,10.0,16.0,,True
1548046,PİRSİNG,ANA_URUN,,,46.0,,,True
1549012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,20.0,,True
155-012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
155-014,ALTTAN DİKME DÜĞME,ANA_URUN,,,14.0,22.0,,True
155-016,ALTTAN DİKME DÜĞME,ANA_URUN,,,16.0,26.0,,True
155-020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1550010-013,TOKA,ANA_URUN,,,13.0,,,True
1551027,TOKA,ANA_URUN,,,27.0,43.0,,True
1552016,ALTTAN DİKME DÜĞME,ANA_URUN,,,16.0,26.0,,True
1552030,ALTTAN DİKME DÜĞME,ANA_URUN,,,16.0,26.0,,True
15533030,TOKA,ANA_URUN,,,30.0,48.0,,True
1554022,PLAKA,ANA_URUN,,,22.0,35.0,,True
1555,,ANA_URUN,,,,,,True
155607.81,ÇİVİ,ANA_URUN,,,7.81,,,True
1557012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,,,True
1558008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,14.0,,True
155801.7,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1559036,TOKA,ANA_URUN,,,36.0,58.0,,True
156-212,RİVET,ANA_URUN,,,12.0,19.0,,True
156-617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
156-620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
156-624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
1560720,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
156109,DİĞER AKSESUAR,ANA_URUN,,,90.0,14.0,,True
1562010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1563022,ALTTAN DİKME DÜĞME,ANA_URUN,,,22.0,35.0,,True
1564724,ÇIT ÇIT,ANA_URUN,,,24.0,38.0,,True
1565040,TOKA,ANA_URUN,,,40.0,64.0,,True
1566,ÇİVİ,ANA_URUN,,,,,,True
1567049,TOKA,ANA_URUN,,,49.0,78.0,,True
1569010,TOKA,ANA_URUN,,,10.0,16.0,,True
157-214,RİVET,ANA_URUN,,,14.0,22.0,,True
157-714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
1570020,SALLANTI,ANA_URUN,,,20.0,,,True
1571016.55,SALLANTI,ANA_URUN,,,16.55,,,True
1572023,SALLANTI,ANA_URUN,,,23.0,,,True
1573031,TOKA,ANA_URUN,,,31.0,50.0,,True
1574920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1575920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1576060,HALKA,ANA_URUN,,,60.0,96.0,,True
1577040,TOKA,ANA_URUN,,,40.0,64.0,,True
1578207,RİVET,ANA_URUN,,,7.0,11.0,,True
1579914,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,14.0,22.0,,True
158-712,ÇIT ÇIT,ANA_URUN,,,12.0,19.0,,True
1580627,ÇAKMA DÜĞME,ANA_URUN,,,27.0,43.0,,True
1580728,ÇAKMA DÜĞME,ANA_URUN,,,27.0,43.0,,True
1581017,HALKA,ANA_URUN,,,17.0,27.0,,True
1582050,HALKA,ANA_URUN,,,50.0,80.0,,True
